nickname,VOD,CTW,lot,wafer,no_pixels,rows,cols,pixel,CMOS,target_chamber_depth,wg_to_chamber,spacer_open,micro_disk,DINF,filter,filter_50percent_WL,532nm_rejection,D2_anneal,epi,top_iris_file,aperture_file,wg_file,bottom_iris_file,micro_disk_file,large_chamber_file,medium_chamber_file,small_chamber_file,row_beg,row_end,col_beg,col_end
Viking,no,no,M97162,3,32K,64,512,n3,Tier-1,xxx,63,std,yes,no,Viking-E,577nm,2500x,2hr,2.5um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,BWNG1M4.csv,HBEE4D3i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97162,4,32K,64,512,n3,Tier-1,xxx,56,std,yes,no,Viking-F,574nm,1600x,2hr,2.5um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,BWNG1M4.csv,HBEE4D3i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97162,5,32K,64,512,n3,Tier-1,xxx,67,std,yes,no,Viking-E,577nm,2500x,2hr,2.5um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,BWNG1M4.csv,HBEE4D3i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97162,6,32K,64,512,n3,Tier-1,xxx,65,std,yes,no,Viking-F,574nm,1600x,2hr,2.5um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,BWNG1M4.csv,HBEE4D3i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97162,7,32K,64,512,n3,Tier-1,xxx,16.5,BCl3,yes,no,Viking-A weird,565nm,400x,none,2.5um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,HBEE3B7.csv,HBEE4D2i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97162,8,32K,64,512,n3,Tier-1,xxx,31.9,std,no,no,Viking-B,562nm,600x,none,2.5um,HBEE4B9.csv,HBEE3A10.csv,HBEE3W11.csv,HBEE3B7.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97162,9,32K,64,512,n3,Tier-1,xxx,24.9,BCl3,yes,yes,none,0nm,0x,none,2.5um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,HBEE3B7.csv,HBEE4D2i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97162,10,32K,64,512,n3,Tier-1,xxx,27.1,std,no,no,Viking-C,566nm,900x,2hr,2.5um,HBEE4B9.csv,HBEE3A10.csv,HBEE3W11.csv,HBEE3B7.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97162,11,32K,64,512,n3,Tier-1,xxx,1,std,yes,no,Viking-D,569nm,1200x,2hr,2.5um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,HBEE3B7.csv,HBEE4D2i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97363,7,32K,64,512,n3,Tier-1,xxx,-1,std,yes,no,Viking-A weird,565nm,400x,none,4.0um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,HBEE3B7.csv,HBEE4D2i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97363,8,32K,64,512,n3,Tier-1,xxx,20.2,std,no,no,Viking-B,562nm,600x,none,4.0um,HBEE4B9.csv,HBEE3A10.csv,HBEE3W11.csv,HBEE3B7.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97363,9,32K,64,512,n3,Tier-1,xxx,-1,std,yes,yes,none,0nm,0x,none,4.0um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,HBEE3B7.csv,HBEE4D2i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97363,10,32K,64,512,n3,Tier-1,xxx,17.3,std,no,no,Viking-C,566nm,900x,2hr,4.0um,HBEE4B9.csv,HBEE3A10.csv,HBEE3W11.csv,HBEE3B7.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97363,11,32K,64,512,n3,Tier-1,xxx,1.7,std,yes,no,Viking-D,569nm,1200x,2hr,4.0um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,HBEE3B7.csv,HBEE4D2i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97363,21,32K,64,512,n3,Tier-1,xxx,41,std,no,no,Viking-J,570nm,1200x,2hr,4.0um,HBEE5B12.csv,HBEE5A15.csv,HBEE5W17.csv,HBEE5B11i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97363,23,32K,64,512,n3,Tier-1,xxx,-1,std,no,no,Viking-J,570nm,1200x,2hr,4.0um,HBEE5B12.csv,HBEE5A15.csv,HBEE5W17.csv,HBEE5B11i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97364,7,32K,64,512,n3,Tier-1,xxx,36.7,BCl3,yes,no,Viking-A weird,565nm,400x,none,4.0um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,HBEE3B7.csv,HBEE4D2i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97364,8,32K,64,512,n3,Tier-1,xxx,23.7,std,no,no,Viking-B,562nm,600x,none,4.0um,HBEE4B9.csv,HBEE3A10.csv,HBEE3W11.csv,HBEE3B7.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97364,9,32K,64,512,n3,Tier-1,xxx,0,std,yes,yes,none,0nm,0x,none,4.0um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,HBEE3B7.csv,HBEE4D2i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97364,10,32K,64,512,n3,Tier-1,xxx,28.2,std,no,no,Viking-C,566nm,900x,2hr,4.0um,HBEE4B9.csv,HBEE3A10.csv,HBEE3W11.csv,HBEE3B7.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97364,11,32K,64,512,n3,Tier-1,xxx,0.9,std,yes,no,Viking-D,569nm,1200x,2hr,4.0um,HBEE4B9.csv,HBEE5A13.csv,HBEE2W6.csv,HBEE3B7.csv,HBEE4D2i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97364,15,32K,64,512,n3,Tier-1,xxx,33,std,no,no,Viking-G,572nm,1400x,2hr,4.0um,HBEE5B12.csv,HBEE5A15.csv,HBEE5W17.csv,HBEE5B11i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97364,17,32K,64,512,n3,Tier-1,xxx,37,std,no,no,Viking-G,572nm,1400x,2hr,4.0um,HBEE5B12.csv,HBEE5A15.csv,HBEE5W17.csv,HBEE5B11i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Viking,no,no,M97364,23,32K,64,512,n3,Tier-1,xxx,44,std,no,no,Viking-H,578nm,2300x,2hr,4.0um,HBEE5B12.csv,HBEE5A15.csv,HBEE5W17.csv,HBEE5B11i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Kepler,no,no,S25834,13,32K,64,512,n3,Tier-1,xxx,67,std,yes,no,Kepler-E,573nm,1600x,2hr,2.5um,HBEE4B9.csv,HBEE5A13.csv,HBEE5W17.csv,BWNG1M4.csv,HBEE4D3i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Kepler,no,no,S25834,15,32K,64,512,n3,Tier-1,xxx,58,std,yes,no,Kepler-F,580nm,3100x,2hr,2.5um,HBEE4B9.csv,HBEE4A16.csv,HBEE5W17.csv,BWNG1M4.csv,HBEE4D3i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Kepler,no,no,S25834,17,32K,64,512,n3,Tier-1,xxx,62,std,yes,no,Kepler-G,562nm,600x,2hr,2.5um,HBEE4B9.csv,HBEE5A13.csv,HBEE5W17.csv,BWNG1M4.csv,HBEE4D3i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Kepler,no,no,S25834,19,32K,64,512,n3,Tier-1,xxx,62,std,yes,no,Kepler-H,568nm,1100x,2hr,2.5um,HBEE4B9.csv,HBEE4A16.csv,HBEE5W17.csv,BWNG1M4.csv,HBEE4D3i.csv,Honeybee4.7_best_analysis_pixels_large.csv,Honeybee4.7_best_analysis_pixels_med.csv,Honeybee4.7_best_analysis_pixels_small.csv,319,383,0,513
Kepler,no,no,S25834,22,32K,64,512,n3,Tier-1,xxx,62,std,yes,no,Kepler-I,567nm,900x,2hr,2.5um,HBEE4B9.csv,HBEE5A13.csv,HBEE5W17.csv,BWNG1M4.csv,HBEE4D3i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Kepler,no,no,S25834,23,32K,64,512,n3,Tier-1,xxx,81,std,yes,no,Kepler-J,570nm,1200x,2hr,2.5um,HBEE4B9.csv,HBEE4A16.csv,HBEE5W17.csv,BWNG1M4.csv,HBEE4D3i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Tess,no,no,S32099,1,32K,64,512,n3,Tier-1,xxx,87,std,yes,no,Tess-A,568nm,1000x,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Tess,no,no,S32099,2,32K,64,512,n3,Tier-1,xxx,91,std,yes,no,Tess-A,568nm,1000x,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Tess,no,no,S32099,3,32K,64,512,n3,Tier-1,xxx,96,std,yes,no,Tess-A,568nm,1000x,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Tess,no,no,S32099,5,32K,64,512,n3,Tier-1,xxx,88,std,yes,no,Tess-B,568nm,1000x,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Tess,no,no,S32099,6,32K,64,512,n3,Tier-1,xxx,84,std,yes,no,Tess-B,568nm,1000x,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Tess,no,no,S32099,7,32K,64,512,n3,Tier-1,xxx,xxxx,std,yes,no,Tess-C,568nm,1000x,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Tess,no,no,S32099,8,32K,64,512,n3,Tier-1,xxx,xxxx,std,yes,no,Tess-C,568nm,1000x,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,13,32K,64,512,n3,Tier-1,xxx,56,std,yes,no,AF701F,625nm,xxxx,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,14,32K,64,512,n3,Tier-1,xxx,78,std,yes,no,AF702F,615nm,xxxx,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,15,32K,64,512,n3,Tier-1,xxx,87,std,no,no,AF701F,625nm,xxxx,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,16,32K,64,512,n3,Tier-1,xxx,94,std,no,no,AF702F,615nm,xxxx,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,17,32K,64,512,n3,Tier-1,xxx,73,std,yes,no,AF701F,625nm,xxxx,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,18,32K,64,512,n3,Tier-1,xxx,81,std,yes,no,AF702F,615nm,xxxx,2hr,xxxx,HBEE5B12.csv,HBEE5A18.csv,HBEE5W18.csv,HBEE5B11i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,19,32K,64,512,n3,Tier-1,xxx,40,std,yes,no,AF803F,625nm,xxxx,2hr,xxxx,HBEE5B14i.csv,HBEE5A18.csv,HBEE5W17.csv,HBEE5B13i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,20,32K,64,512,n3,Tier-1,xxx,46,std,yes,no,AF804F,615nm,xxxx,2hr,xxxx,HBEE5B14i.csv,HBEE5A18.csv,HBEE5W17.csv,HBEE5B13i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,21,32K,64,512,n3,Tier-1,xxx,52,std,yes,no,AF803F,625nm,xxxx,2hr,xxxx,HBEE5B14i.csv,HBEE5A18.csv,HBEE5W17.csv,HBEE5B13i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,22,32K,64,512,n3,Tier-1,xxx,xxxx,std,yes,no,AF804F,615nm,xxxx,2hr,xxxx,HBEE5B14i.csv,HBEE5A18.csv,HBEE5W17.csv,HBEE5B13i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,23,32K,64,512,n3,Tier-1,xxx,37,std,yes,no,AF803F,625nm,xxxx,2hr,xxxx,HBEE5B14i.csv,HBEE5A18.csv,HBEE5W17.csv,HBEE5B13i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
HB-Fret,no,no,S32099,24,32K,64,512,n3,Tier-1,xxx,28,std,yes,no,AF804F,615nm,xxxx,2hr,xxxx,HBEE5B14i.csv,HBEE5A18.csv,HBEE5W17.csv,HBEE5B13i.csv,HBEE5D4i.csv,udisk_spacer.csv,udisk_spacer.csv,udisk_spacer.csv,319,383,0,513
Nickel-1,no,no,S33747,10,,0,0,n3,Tier-1,xxx,25,std,yes,no,Nickel,xxxnm,xxxx,xxx,xxxx,YJK2B4.csv,YJK2A3.csv,YJK2W3.csv,YJK1B1i.csv,YJK2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-1,no,no,S33747,11,,0,0,n3,Tier-1,xxx,25,std,yes,no,Nickel,xxxnm,xxxx,xxx,xxxx,YJK2B4.csv,YJK2A3.csv,YJK2W3.csv,YJK1B1i.csv,YJK2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,3,512K,256,2048,B,Tier-1,xxx,,std,no,no,AF701F,625nm,xxxx,2hr,xxxx,BBEE1B1i.csv,BBEE1A1.csv,BBEE1W1.csv,XF64131-M2--M3--B-1.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,4,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF701F,625nm,xxxx,2hr,xxxx,BBEE1B1i.csv,BBEE1A1.csv,BBEE1W1.csv,XF64131-M2--M3--B-1.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,5,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF701F,625nm,xxxx,2hr,xxxx,BBEE1B1i.csv,BBEE1A1.csv,BBEE1W1.csv,XF64131-M2--M3--B-1.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-?,yes,no,S38241,6,512K,256,2048,B,Tier-1,xxx,,std,yes,no,xxx,xxxx,xxxx,2hr,xxxx,BBEE1B1i.csv,BBEE1A1.csv,BBEE1W1.csv,XF64131-M2--M3--B-1.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,no,S38241,7,512K,256,2048,B,Tier-1,xxx,,std,no,no,AF806N,xxxx,xxxx,2hr,xxxx,BBEE1B1i.csv,BBEE1A1.csv,BBEE1W1.csv,XF64131-M2--M3--B-1.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,no,S38241,8,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF806N,xxxx,xxxx,2hr,xxxx,BBEE1B1i.csv,BBEE1A1.csv,BBEE1W1.csv,XF64131-M2--M3--B-1.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,no,S38241,9,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF806N,xxxx,xxxx,2hr,xxxx,BBEE1B1i.csv,BBEE1A1.csv,BBEE1W1.csv,XF64131-M2--M3--B-1.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,yes,S38241,11,512K,256,2048,B,Tier-1,300nm,,std,yes,no,AF807N,xxxx,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,yes,S38241,12,512K,256,2048,B,Tier-1,300nm,,std,yes,no,AF807N,xxxx,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,yes,S38241,13,512K,256,2048,B,Tier-1,300nm,,std,yes,no,AF807N,xxxx,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,yes,S38241,14,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF701F,625nm?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,yes,S38241,15,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF701F,625nm?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,no,S38241,19,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF807N,575?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,21,2M,1024,2048,B,Tier-1,xxx,,std,yes,no,AF701F,625nm?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A4.csv,BBEE2W3.csv,XF64131-MTP-M3--D-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,23,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF701F,625nm?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,no,S38241,24,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF807N,575?,xxxx,none,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,25,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF701F,625nm?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,104,262K,128,2048,B,Tier-1,xxx,,std,yes,no,AF701F,625nm,xxxx,2hr,xxxx,BBEE1D1_activerows.csv,BBEE1A1_activerows.csv,BBEE1W1_activerows.csv,BBEE1B1_activerows.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,no,S38241,108,262K,128,2048,B,Tier-1,xxx,,std,yes,no,AF806N,xxxx,xxxx,2hr,xxxx,BBEE1D1_activerows.csv,BBEE1A1_activerows.csv,BBEE1W1_activerows.csv,BBEE1B1_activerows.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
